bc_id,bc_type,bc_modif1,bc_modif2,bc_temp,bc_time,bc_rate,bc_oc,bc_ssa,bc_idig,bc_co,bc_loading,oxi_mw,oxi_srp,oxi_bde,oxi_pka,oxi_loading,op_mw,op_kow,op_pka,op_conc,ph,k
Rice straw BC,Plant,Pristine,Pristine,1000,4,5,0.078815589,172.3,1.03,5,1,152.2,1.82,377,9.3,0.6088,283.8,3.13,1.6,5,6,0.0223
N Rice straw BC,Plant,Heteroatom,Pristine,1000,4,5,0.087110401,158.3,1.01,6.8,1,152.2,1.82,377,9.3,0.6088,283.8,3.13,1.6,5,6,0.0238
S Rice straw BC,Plant,Heteroatom,Pristine,1000,4,5,0.049602959,105.6,0.91,5.1,1,152.2,1.82,377,9.3,0.6088,283.8,3.13,1.6,5,6,0.0184
NS Rice straw BC,Plant,Heteroatom,Heteroatom,1000,4,5,0.074648516,109.2,0.94,5.4,1,152.2,1.82,377,9.3,0.6088,283.8,3.13,1.6,5,6,0.019
Candida utilis BC,Algae,Pristine,Pristine,700,2,5,0.15470297,3.8,0.68,6.57,0.4,152.2,1.82,377,9.3,0.4,228.29,3.32,9.6,20,7,0.01
N Candida utilis BC,Algae,Heteroatom,Pristine,700,2,5,0.090515222,47.1,0.81,12.02,0.4,152.2,1.82,377,9.3,0.4,228.29,3.32,9.6,20,7,1.36
sludge BC,Sludge,Pristine,Pristine,800,3,5,0.775590551,37.6,0.85,5.7,0.2,152.2,1.82,377,9.3,0.25,479.02,1.95,3.2,20,3,0.0001
N sluge BC,Sludge,Heteroatom,Pristine,800,3,5,0.367047308,261.7,1.09,6.6,0.2,152.2,1.82,377,9.3,0.25,479.02,1.95,3.2,20,3,0.1048
sludge BC,Sludge,Pristine,Pristine,700,2,10,0.33882149,58.2,0.879,23,1.5,152.2,1.82,377,9.3,0.2283,253.279,0.89,1.6,5.06558,7,0.0038
Fe sludge BC,Sludge,Metal,Pristine,700,2,10,0.220392837,37.38,0.973,19,1.5,152.2,1.82,377,9.3,0.2283,253.279,0.89,1.6,5.06558,7,0.003
Sludge BC,Sludge,Pristine,Pristine,600,4,5,1.290909091,34.02,0.955,4.8,0.2,152.2,1.82,377,9.3,0.25,350.32,2.35,8.26,100,3.2,0.052
Sludge BC,Sludge,Pristine,Pristine,800,4,5,0.759152216,39.92,0.844,5.7,0.2,152.2,1.82,377,9.3,0.25,350.32,2.35,8.26,100,3.2,0.027
Activated sludge BC,Sludge,Acid,Acid,600,4,5,0.805327869,137.8,0.969,5.2,0.2,152.2,1.82,377,9.3,0.25,350.32,2.35,8.26,100,3.2,0.118
Activated sludge BC,Sludge,Acid,Acid,800,4,5,0.709497207,112.2,0.845,5.8,0.2,152.2,1.82,377,9.3,0.25,350.32,2.35,8.26,100,3.2,0.047
